cycle,cycle_folder,deck_file,slide,slide_title,link_form,link_text,url,classification,drive_id,id_len,status,found_at,suggested_fix,fix_note
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,32,Activity and resource links,printed+run,"Cell Cancer Decision Cards (print) — Day 1 “Be the checkpoint”, in “My Class only (print)”",https://drive.google.com/file/d/1fTJuWg--s8IE6qB92qI3amQdFceyx1KG/view,drivefile/view,1fTJuWg--s8IE6qB92qI3amQdFceyx1KG,33,"MISSING — no file of this name in this cycle, in any tree",NOT FOUND,,"No file named anything like 'Decision Cards' or 'checkpoint cards' exists anywhere in the local mirror — not in Cycle 11 in any of the three trees, not under any other cycle, not in the archives. This material appears never to have been created, or to have been deleted. It is required for the Day 1 'Be the checkpoint' activity."
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,32,Activity and resource links,printed+run,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.32/primary/lesson/cell-cycle-bio/,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.32/primary/lesson/cell-cycle-bio/,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,32,Activity and resource links,printed+run,HHMI — Eukaryotic Cell Cycle & Cancer (Click & Learn) — bellringer sim + Day 1/Day 2 activities,https://www.biointeractive.org/classroom-resources/eukaryotic-cell-cycle-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,32,Activity and resource links,printed+run,HHMI — The p53 Gene and Cancer (Click & Learn) — Day 2 case-study resource,https://www.biointeractive.org/classroom-resources/p53-gene-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,32,Activity and resource links,printed+run,https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division/hs-the-cell-cycle-and-mitosis,https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division/hs-the-cell-cycle-and-mitosis,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,33,Image credits,printed,"Slide 10, Case B — DNA UV mutation.svg · Mouagip · Public domain · https://commons.wikimedia.org/w/index.php?curid=11367690",https://commons.wikimedia.org/w/index.php?curid=11367690,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,33,Image credits,printed,"Slide 10, Case A — Mitosis in Onion Root - various stages.jpg · Natalierussell77 · CC BY-SA 4.0 · https://commons.wikimedia.org/w/index.php?curid=136671023",https://commons.wikimedia.org/w/index.php?curid=136671023,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,33,Image credits,printed,"Slide 19, Case B — Melanoma, brown and red lesion 1.jpg · Larry Meyer (Photographer) · Public domain · https://commons.wikimedia.org/w/index.php?curid=24051834",https://commons.wikimedia.org/w/index.php?curid=24051834,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,33,Image credits,printed,"Slide 19, Case A — Skin Mole 11.JPG · Делфина · CC BY-SA 4.0 · https://commons.wikimedia.org/w/index.php?curid=45110017",https://commons.wikimedia.org/w/index.php?curid=45110017,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,33,Image credits,printed,"Icons: Twemoji by X/Twitter, CC BY 4.0 — https://github.com/jdecked/twemoji",https://github.com/jdecked/twemoji,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,33,Image credits,printed,"Slide 7 — cell cycle wheel: HHMI BioInteractive, “The Eukaryotic Cell Cycle and Cancer” Click & Learn (screenshot) · Courtesy of HHMI BioInteractive · free for classroom display; not redistributed · h",https://www.biointeractive.org/classroom-resources/eukaryotic-cell-cycle-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,1,"⚠ NEEDS KATHERINE — the essential claim and the objectives below are drafted, not approved  ·  TEACHER REFERENCE — not p",printed,Cycle 12b — Reproduction Sorting Cards (print) · in My Class only (print) · 1 set per group — https://drive.google.com/file/d/1qVxEB0YEXBVu7PS3Xy_aj7NhXo9RNGt3/view,https://drive.google.com/file/d/1qVxEB0YEXBVu7PS3Xy_aj7NhXo9RNGt3/view,drivefile/view,1qVxEB0YEXBVu7PS3Xy_aj7NhXo9RNGt3,33,OK — file found,kvd@answerableteaching.com : My Drive/BIOLOGY (Shared)/Cycle 12 — Reproduction & Meiosis (Unit 3)/My Class only (print),,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,1,"⚠ NEEDS KATHERINE — the essential claim and the objectives below are drafted, not approved  ·  TEACHER REFERENCE — not p",printed,CK-12 Biology 2.35 — Asexual vs. Sexual Reproduction — https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.35/primary/lesson/asexual-vs.-sexual-reproduction-bio/,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.35/primary/lesson/asexual-vs.-sexual-reproduction-bio/,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,1,"⚠ NEEDS KATHERINE — the essential claim and the objectives below are drafted, not approved  ·  TEACHER REFERENCE — not p",printed,Khan Academy — Reproduction and cell division — https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division,https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,4,Bellringer,run,CK-12 Biology 2.35 — Asexual vs. Sexual Reproduction,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.35/primary/lesson/asexual-vs.-sexual-reproduction-bio/,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,4,Bellringer,run,Khan Academy — Reproduction and cell division,https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,29,CONCEPT BANK,run,CK-12 Biology 2.35 — Asexual vs. Sexual Reproduction,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.35/primary/lesson/asexual-vs.-sexual-reproduction-bio/,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,29,CONCEPT BANK,run,Khan Academy — Reproduction and cell division,https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,31,Activity and resource links,printed+run,Day 1 activity — Cycle 12b — Reproduction Sorting Cards (print) · in My Class only (print),https://drive.google.com/file/d/1qVxEB0YEXBVu7PS3Xy_aj7NhXo9RNGt3/view,drivefile/view,1qVxEB0YEXBVu7PS3Xy_aj7NhXo9RNGt3,33,OK — file found,kvd@answerableteaching.com : My Drive/BIOLOGY (Shared)/Cycle 12 — Reproduction & Meiosis (Unit 3)/My Class only (print),,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,31,Activity and resource links,printed+run,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.35/primary/lesson/asexual-vs.-sexual-reproduction-bio/,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.35/primary/lesson/asexual-vs.-sexual-reproduction-bio/,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,31,Activity and resource links,printed+run,https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division,https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,32,Image credits,printed,[Also available from the earlier 12b build if you want it elsewhere: French Bulldog with puppies.jpg · zanerudovica · CC BY 2.0 · https://commons.wikimedia.org/w/index.php?curid=16948518],https://commons.wikimedia.org/w/index.php?curid=16948518,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,32,Image credits,printed,"Slide 11, CASE A — Pink Panda 10 ies · Frank Vincentz · CC BY-SA 3.0 · https://commons.wikimedia.org/w/index.php?curid=3103088",https://commons.wikimedia.org/w/index.php?curid=3103088,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,32,Image credits,printed,"Slide 27, CASE B — 8-Mile Pack wolf pups · Yellowstone National Park from Yellowstone NP, USA · Public domain · https://commons.wikimedia.org/wiki/File:8-Mile_Pack_wolf_pups_(15245339149).jpg",https://commons.wikimedia.org/wiki/File:8-Mile_Pack_wolf_pups_(15245339149,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,32,Image credits,printed,"Slide 20, CASE A — Aphis nerii giving birth · Rexeth42 · CC BY 4.0 · https://commons.wikimedia.org/wiki/File:Aphis_nerii_giving_birth.jpg",https://commons.wikimedia.org/wiki/File:Aphis_nerii_giving_birth.jpg,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,32,Image credits,printed,"Slide 23 — Bdelloid rotifer · Ian Sutton from Oberon, Australia · CC BY 2.0 · https://commons.wikimedia.org/wiki/File:Bdelloid_rotifer_(3403951330).jpg",https://commons.wikimedia.org/wiki/File:Bdelloid_rotifer_(3403951330,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,32,Image credits,printed,"Slide 27, CASE A — Ecoli dividing · CDC/ Evangeline Sowers, Janice Haney Carr · Public domain · https://commons.wikimedia.org/wiki/File:Ecoli_dividing.jpg",https://commons.wikimedia.org/wiki/File:Ecoli_dividing.jpg,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,32,Image credits,printed,"Slide 11, CASE B — Wild strawberry seedling · Yellowstone National Park · Public domain · https://commons.wikimedia.org/wiki/File:Wild_strawberry_seedling_(34579533182).jpg",https://commons.wikimedia.org/wiki/File:Wild_strawberry_seedling_(34579533182,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12b — Asexual & Sexual Reproduction (rebuild),Cycle 12b — Asexual & Sexual Reproduction (VT deck).pptx,32,Image credits,printed,"Icons: Twemoji by X/Twitter, CC BY 4.0 — https://github.com/jdecked/twemoji",https://github.com/jdecked/twemoji,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12 — Meiosis (Unit 3),"▶ LIVE — Cycle 12 — The Process of Meiosis (VT deck, rebuilt).pptx",1,TEACHER REFERENCE — not projected to students,printed,Snurfle Meiosis and Genetics (BioMan Biology) — https://biomanbio.com/HTML5GamesandLabs/Genegames/snurflemeiosishtml5page.html,https://biomanbio.com/HTML5GamesandLabs/Genegames/snurflemeiosishtml5page.html,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12 — Meiosis (Unit 3),"▶ LIVE — Cycle 12 — The Process of Meiosis (VT deck, rebuilt).pptx",1,TEACHER REFERENCE — not projected to students,printed,Crossing over — explanatory video — https://youtu.be/4YfDq8rPDdM,https://youtu.be/4YfDq8rPDdM,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12 — Meiosis (Unit 3),"▶ LIVE — Cycle 12 — The Process of Meiosis (VT deck, rebuilt).pptx",1,TEACHER REFERENCE — not projected to students,printed,Independent assortment — explanatory video — https://youtu.be/f5BivyJ2GJc,https://youtu.be/f5BivyJ2GJc,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12 — Meiosis (Unit 3),"▶ LIVE — Cycle 12 — The Process of Meiosis (VT deck, rebuilt).pptx",2,TEACHER REFERENCE,printed+run,https://www.amazon.com/Amazon-Basics-Binder-Paper-Clip/dp/B074XTRX7G,https://www.amazon.com/Amazon-Basics-Binder-Paper-Clip/dp/B074XTRX7G,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12 — Meiosis (Unit 3),"▶ LIVE — Cycle 12 — The Process of Meiosis (VT deck, rebuilt).pptx",2,TEACHER REFERENCE,printed+run,https://www.amazon.com/Neo-Sci-5-Hole-Bead-White/dp/B00FGE3VAQ,https://www.amazon.com/Neo-Sci-5-Hole-Bead-White/dp/B00FGE3VAQ,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12 — Meiosis (Unit 3),"▶ LIVE — Cycle 12 — The Process of Meiosis (VT deck, rebuilt).pptx",4,Bellringer,run,CK-12 Biology 2.36 — Meiosis,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.36/primary/lesson/meiosis-bio/,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12 — Meiosis (Unit 3),"▶ LIVE — Cycle 12 — The Process of Meiosis (VT deck, rebuilt).pptx",4,Bellringer,run,Khan Academy — Meiosis (Reproduction and cell division),https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division/hs-meiosis,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12 — Meiosis (Unit 3),"▶ LIVE — Cycle 12 — The Process of Meiosis (VT deck, rebuilt).pptx",25,Day 2 activity · Critical Aspect 2,run,Optional station: Snurfle Meiosis and Genetics (BioMan),https://biomanbio.com/HTML5GamesandLabs/Genegames/snurflemeiosishtml5page.html,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12 — Meiosis (Unit 3),"▶ LIVE — Cycle 12 — The Process of Meiosis (VT deck, rebuilt).pptx",27,Optional challenge,run,Background for this one: Independent assortment — explanatory video,https://youtu.be/f5BivyJ2GJc,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12 — Meiosis (Unit 3),"▶ LIVE — Cycle 12 — The Process of Meiosis (VT deck, rebuilt).pptx",30,Activity and resource links,printed+run,https://biomanbio.com/HTML5GamesandLabs/Genegames/snurflemeiosishtml5page.html,https://biomanbio.com/HTML5GamesandLabs/Genegames/snurflemeiosishtml5page.html,external,,,external (not checked live),n/a — external,,
Cycle 12,Cycle 12 — Meiosis (Unit 3),"▶ LIVE — Cycle 12 — The Process of Meiosis (VT deck, rebuilt).pptx",30,Activity and resource links,printed+run,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.36/primary/lesson/meiosis-bio/,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.36/primary/lesson/meiosis-bio/,external,,,external (not checked live),n/a — external,,
